operator_id,operator_name,point_id,site_external_id,connector_type,charging_mode,voltage,max_current,max_power_w,expected_w,ratio,categoria,severidade
EDPC,EDP Comercial,PT-EDP-ELLE-00261-2,LLE-00261,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-00716-1,LSB-00716,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-00716-2,LSB-00716,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-00852-1,LSB-00852,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-00852-2,LSB-00852,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-00932-1,LSB-00932,iec62196T2COMBO,mode4DC,1000.0,300.0,90000.0,300000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-00932-2,LSB-00932,iec62196T2COMBO,mode4DC,1000.0,300.0,90000.0,300000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-01117-1,LSB-01117,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-01117-2,LSB-01117,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-01142-1,LSB-01142,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ELSB-01142-2,LSB-01142,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMAI-00091-1,MAI-00091,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMAI-00091-2,MAI-00091,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMFR-00042-1,MFR-00042,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMFR-00042-2,MFR-00042,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMFR-00056-1,MFR-00056,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMFR-00056-2,MFR-00056,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMGL-00023-1,MGL-00023,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMGL-00023-2,MGL-00023,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMTS-00181-1,MTS-00181,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EMTS-00181-2,MTS-00181,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EOAZ-00014-1,OAZ-00014,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EOAZ-00014-2,OAZ-00014,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EOLH-00060-1,OLH-00060,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EOLH-00060-2,OLH-00060,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EPLM-00075-1,PLM-00075,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EPLM-00075-2,PLM-00075,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EPNF-00063-1,PNF-00063,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EPNF-00063-2,PNF-00063,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESBA-00008-1,SBA-00008,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESBA-00008-2,SBA-00008,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESNT-00174-1,SNT-00174,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESNT-00174-2,SNT-00174,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESNT-00229-1,SNT-00229,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESNT-00229-2,SNT-00229,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESTR-00061-1,STR-00061,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ESTR-00061-2,STR-00061,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVFX-00142-1,VFX-00142,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVFX-00142-2,VFX-00142,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVIS-00129-1,VIS-00129,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVIS-00129-2,VIS-00129,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVIS-00135-1,VIS-00135,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVIS-00135-1,VIS-00135,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVIS-00135-2,VIS-00135,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVLN-00010-1,VLN-00010,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVLN-00010-2,VLN-00010,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVNG-00183-1,VNG-00183,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVNG-00183-2,VNG-00183,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVNG-00232-1,VNG-00232,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVNG-00232-2,VNG-00232,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVPA-00003-1,VPA-00003,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVPA-00003-2,VPA-00003,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,SBA-00008-01,SBA-00008,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,SBA-00008-02,SBA-00008,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,SNT-00174-01,SNT-00174,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,SNT-00174-02,SNT-00174,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,STR-00061-01,STR-00061,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,STR-00061-02,STR-00061,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,VLG-00048-01,VLG-00048,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,VLG-00048-02,VLG-00048,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,VPA-00003-01,VPA-00003,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,VPA-00003-02,VPA-00003,iec62196T2COMBO,mode4DC,1000.0,200.0,60000.0,200000.0,0.3,sub-declaração,MÉDIO
EDPC,EDP Comercial,CSC-00512-01,CSC-00512,iec62196T2,mode3AC3p,400.0,16.0,3700.0,11085.1,0.334,sub-declaração,MÉDIO
EDPC,EDP Comercial,CSC-00513-01,CSC-00513,iec62196T2,mode3AC3p,400.0,16.0,3700.0,11085.1,0.334,sub-declaração,MÉDIO
EDPC,EDP Comercial,GDM-00023-01,GDM-00023,iec62196T2,mode3AC3p,400.0,32.0,7400.0,22170.3,0.334,sub-declaração,MÉDIO
EDPC,EDP Comercial,GDM-00023-02,GDM-00023,iec62196T2,mode3AC3p,400.0,32.0,7400.0,22170.3,0.334,sub-declaração,MÉDIO
EDPC,EDP Comercial,GDM-00024-02,GDM-00024,iec62196T2,mode3AC3p,400.0,32.0,7400.0,22170.3,0.334,sub-declaração,MÉDIO
EDPC,EDP Comercial,MOBI-SXL-00008-1,MOBI-SXL-00008,iec62196T2,mode3AC3p,400.0,32.0,7400.0,22170.3,0.334,sub-declaração,MÉDIO
EDPC,EDP Comercial,MOBI-SXL-00009-1,MOBI-SXL-00009,iec62196T2,mode3AC3p,400.0,32.0,7400.0,22170.3,0.334,sub-declaração,MÉDIO
EDPC,EDP Comercial,LRS-00068-01,LRS-00068,chademo,mode4DC,920.0,150.0,50000.0,138000.0,0.362,sub-declaração,MÉDIO
EDPC,EDP Comercial,LRS-00069-01,LRS-00069,chademo,mode4DC,920.0,150.0,50000.0,138000.0,0.362,sub-declaração,MÉDIO
EDPC,EDP Comercial,LRS-00070-01,LRS-00070,chademo,mode4DC,920.0,150.0,50000.0,138000.0,0.362,sub-declaração,MÉDIO
EDPC,EDP Comercial,VNG-00084-01,VNG-00084,chademo,mode4DC,920.0,150.0,50000.0,138000.0,0.362,sub-declaração,MÉDIO
EDPC,EDP Comercial,VNG-00085-01,VNG-00085,chademo,mode4DC,920.0,150.0,50000.0,138000.0,0.362,sub-declaração,MÉDIO
EDPC,EDP Comercial,VNG-00086-01,VNG-00086,chademo,mode4DC,920.0,150.0,50000.0,138000.0,0.362,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVFR-00088-1,VFR-00088,iec62196T2COMBO,mode4DC,1000.0,80.0,30000.0,80000.0,0.375,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EVFR-00088-2,VFR-00088,iec62196T2COMBO,mode4DC,1000.0,80.0,30000.0,80000.0,0.375,sub-declaração,MÉDIO
EDPC,EDP Comercial,GDM-00017-03,GDM-00017,iec62196T2,mode3AC3p,1000.0,32.0,22000.0,55425.6,0.397,sub-declaração,MÉDIO
EDPC,EDP Comercial,GDM-00018-03,GDM-00018,iec62196T2,mode3AC3p,1000.0,32.0,22000.0,55425.6,0.397,sub-declaração,MÉDIO
EDPC,EDP Comercial,MTS-00046-03,MTS-00046,iec62196T2,mode3AC3p,1000.0,32.0,22000.0,55425.6,0.397,sub-declaração,MÉDIO
EDPC,EDP Comercial,STS-00011-03,STS-00011,iec62196T2,mode3AC3p,1000.0,32.0,22000.0,55425.6,0.397,sub-declaração,MÉDIO
EDPC,EDP Comercial,ALB-00031-01,ALB-00031,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ALB-00031-02,ALB-00031,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ALM-00072-01,ALM-00072,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ALM-00083-01,ALM-00083,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ALM-00093-01,ALM-00093,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ALM-00093-02,ALM-00093,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AMT-00020-01,AMT-00020,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AND-00016-01,AND-00016,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AND-00016-02,AND-00016,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AND-00017-01,AND-00017,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AND-00017-02,AND-00017,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AND-00028-01,AND-00028,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AND-00028-02,AND-00028,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AVR-00060-01,AVR-00060,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,AVR-00060-02,AVR-00060,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,BRR-00142-01,BRR-00142,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,CNT-00007-01,CNT-00007,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,CNT-00007-02,CNT-00007,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,CNT-00008-01,CNT-00008,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,CNT-00008-02,CNT-00008,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,CSC-00146-01,CSC-00146,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,CSC-00192-01,CSC-00192,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,CSC-00192-02,CSC-00192,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ETR-00007-01,ETR-00007,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ETR-00007-02,ETR-00007,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ETR-00009-01,ETR-00009,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,ETR-00009-02,ETR-00009,iec62196T2COMBO,mode4DC,1000.0,500.0,200000.0,500000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FAF-00017-01,FAF-00017,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FAF-00017-02,FAF-00017,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FAR-00068-01,FAR-00068,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FAR-00068-02,FAR-00068,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FND-00020-01,FND-00020,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FND-00020-02,FND-00020,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FND-00023-01,FND-00023,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,FND-00023-02,FND-00023,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,GMR-00141-02,GMR-00141,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,LGA-00032-02,LGA-00032,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,LNH-00015-01,LNH-00015,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,LRA-00130-01,LRA-00130,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,LRA-00145-01,LRA-00145,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,LRA-00145-02,LRA-00145,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MAI-00051-01,MAI-00051,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MFR-00037-01,MFR-00037,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MFR-00038-01,MFR-00038,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MGL-00009-01,MGL-00009,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MGR-00016-01,MGR-00016,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MLD-00035-01,MLD-00035,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MLD-00035-02,MLD-00035,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MRS-00004-01,MRS-00004,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MRS-00004-02,MRS-00004,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MTA-00017-01,MTA-00017,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,MTS-00164-01,MTS-00164,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,OAZ-00009-01,OAZ-00009,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,OAZ-00009-03,OAZ-00009,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,OER-00223-01,OER-00223,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EABT-00033-1,ABT-00033,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EACB-00020-1,ACB-00020,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALB-00031-1,ALB-00031,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALB-00031-2,ALB-00031,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALM-00072-1,ALM-00072,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALM-00083-1,ALM-00083,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALM-00093-1,ALM-00093,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALM-00093-2,ALM-00093,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALM-00097-1,ALM-00097,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EALM-00097-2,ALM-00097,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAMT-00020-1,AMT-00020,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAND-00016-1,AND-00016,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAND-00016-2,AND-00016,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAND-00017-1,AND-00017,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAND-00017-2,AND-00017,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAND-00028-1,AND-00028,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAND-00028-2,AND-00028,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAVR-00060-1,AVR-00060,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EAVR-00060-2,AVR-00060,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EBNV-00019-1,BNV-00019,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EBNV-00019-2,BNV-00019,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EBRG-00086-1,BRG-00086,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EBRG-00087-1,BRG-00087,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-EBRR-00142-1,BRR-00142,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
EDPC,EDP Comercial,PT-EDP-ECBR-00147-1,CBR-00147,iec62196T2COMBO,mode4DC,1000.0,300.0,120000.0,300000.0,0.4,sub-declaração,MÉDIO
